prefix,max_len,min_len,usage,comment,tags,translated_comment
2623,11,6,Geographic Area Code,Ransbach-Baumbach,geographic,ransbach-baumbach
2624,11,6,Geographic Area Code,Höhr-Grenzhausen,geographic,hoehr-grenzhausen
2625,11,6,Geographic Area Code,Ochtendung,geographic,ochtendung
2626,11,6,Geographic Area Code,Selters Westferwald,geographic,selters westferwald
2627,11,6,Geographic Area Code,Braubach,geographic,braubach
2628,11,6,Geographic Area Code,Rhens,geographic,rhens
2630,11,6,Geographic Area Code,Mülheim-Kärlich,geographic,muelheim-kaerlich
2631,11,6,Geographic Area Code,Neuwied,geographic,neuwied
2632,11,6,Geographic Area Code,Andernach,geographic,andernach
2633,11,6,Geographic Area Code,Brohl-Lützing,geographic,brohl-luetzing
2634,11,6,Geographic Area Code,Rengsdorf,geographic,rengsdorf
2635,11,6,Geographic Area Code,Rheinbrohl,geographic,rheinbrohl
2636,11,6,Geographic Area Code,Burgbrohl,geographic,burgbrohl
2637,11,6,Geographic Area Code,Weissenthurm,geographic,weissenthurm
2638,11,6,Geographic Area Code,Waldbreitbach,geographic,waldbreitbach
2639,11,6,Geographic Area Code,Anhausen Kreis Neuwied,geographic,anhausen kreis neuwied
2641,11,6,Geographic Area Code,Bad Neuenahr-Ahrweiler,geographic,bad neuenahr-ahrweiler
2642,11,6,Geographic Area Code,Remagen,geographic,remagen
2643,11,6,Geographic Area Code,Altenahr,geographic,altenahr
2644,11,6,Geographic Area Code,Linz am Rhein,geographic,linz am rhein
2645,11,6,Geographic Area Code,Vettelschoss,geographic,vettelschoss
2646,11,6,Geographic Area Code,Königsfeld Eifel,geographic,koenigsfeld eifel
2647,11,6,Geographic Area Code,Kesseling,geographic,kesseling
2651,11,6,Geographic Area Code,Mayen,geographic,mayen
2652,11,6,Geographic Area Code,Mendig,geographic,mendig
2653,11,6,Geographic Area Code,Kaisersesch,geographic,kaisersesch
2654,11,6,Geographic Area Code,Polch,geographic,polch
2655,11,6,Geographic Area Code,Weibern,geographic,weibern
2656,11,6,Geographic Area Code,Virneburg,geographic,virneburg
2657,11,6,Geographic Area Code,Uersfeld,geographic,uersfeld
2661,11,6,Geographic Area Code,Bad Marienberg Westerwald,geographic,bad marienberg westerwald
2662,11,6,Geographic Area Code,Hachenburg,geographic,hachenburg
2663,11,6,Geographic Area Code,Westerburg Westerwald,geographic,westerburg westerwald
2664,11,6,Geographic Area Code,Rennerod,geographic,rennerod
2666,11,6,Geographic Area Code,Freilingen Westerwald,geographic,freilingen westerwald
2667,11,6,Geographic Area Code,Stein-Neukirch,geographic,stein-neukirch
2671,11,6,Geographic Area Code,Cochem,geographic,cochem
2672,11,6,Geographic Area Code,Treis-Karden,geographic,treis-karden
2673,11,6,Geographic Area Code,Ellenz-Poltersdorf,geographic,ellenz-poltersdorf
2674,11,6,Geographic Area Code,Bad Bertrich,geographic,bad bertrich
2675,11,6,Geographic Area Code,Ediger-Eller,geographic,ediger-eller
2676,11,6,Geographic Area Code,Ulmen,geographic,ulmen
2677,11,6,Geographic Area Code,Lutzerath,geographic,lutzerath
2678,11,6,Geographic Area Code,Büchel bei Cochem,geographic,buechel bei cochem
2680,11,6,Geographic Area Code,Mündersbach,geographic,muendersbach
2681,11,6,Geographic Area Code,Altenkirchen Westerwald,geographic,altenkirchen westerwald
2682,11,6,Geographic Area Code,Hamm Sieg,geographic,hamm sieg
2683,11,6,Geographic Area Code,Asbach Westerwald,geographic,asbach westerwald
2684,11,6,Geographic Area Code,Puderbach Westerwald,geographic,puderbach westerwald
2685,11,6,Geographic Area Code,Flammersfeld,geographic,flammersfeld
2686,11,6,Geographic Area Code,Weyerbusch,geographic,weyerbusch
2687,11,6,Geographic Area Code,Horhausen Westerwald,geographic,horhausen westerwald
2688,11,6,Geographic Area Code,Kroppach,geographic,kroppach
2689,11,6,Geographic Area Code,Dierdorf,geographic,dierdorf
2691,11,6,Geographic Area Code,Adenau,geographic,adenau
2692,11,6,Geographic Area Code,Kelberg,geographic,kelberg
2693,11,6,Geographic Area Code,Antweiler,geographic,antweiler
2694,11,6,Geographic Area Code,Wershofen,geographic,wershofen
2695,11,6,Geographic Area Code,Insul,geographic,insul
2696,11,6,Geographic Area Code,Nohn Eifel,geographic,nohn eifel
2697,11,6,Geographic Area Code,Blankenheim-Ahrhütte,geographic,blankenheim-ahrhuette
271,11,6,Geographic Area Code,Siegen,geographic,siegen
2721,11,6,Geographic Area Code,Lennestadt,geographic,lennestadt
2722,11,6,Geographic Area Code,Attendorn,geographic,attendorn
2723,11,6,Geographic Area Code,Kirchhundem,geographic,kirchhundem
2724,11,6,Geographic Area Code,Finnentrop-Serkenrode,geographic,finnentrop-serkenrode
2725,11,6,Geographic Area Code,Lennestadt-Oedingen,geographic,lennestadt-oedingen
2732,11,6,Geographic Area Code,Kreuztal,geographic,kreuztal
2733,11,6,Geographic Area Code,Hilchenbach,geographic,hilchenbach
2734,11,6,Geographic Area Code,Freudenberg Westfalen,geographic,freudenberg westfalen
2735,11,6,Geographic Area Code,Neunkirchen Siegerl,geographic,neunkirchen siegerl
2736,11,6,Geographic Area Code,Burbach Siegerl,geographic,burbach siegerl
2737,11,6,Geographic Area Code,Netphen-Deuz,geographic,netphen-deuz
2738,11,6,Geographic Area Code,Netphen,geographic,netphen
2739,11,6,Geographic Area Code,Wilnsdorf,geographic,wilnsdorf
2741,11,6,Geographic Area Code,Betzdorf,geographic,betzdorf
2742,11,6,Geographic Area Code,Wissen,geographic,wissen
2743,11,6,Geographic Area Code,Daaden,geographic,daaden
2744,11,6,Geographic Area Code,Herdorf,geographic,herdorf
2745,11,6,Geographic Area Code,Brachbach Sieg,geographic,brachbach sieg
2747,11,6,Geographic Area Code,Molzhain,geographic,molzhain
2750,11,6,Geographic Area Code,Diedenshausen,geographic,diedenshausen
2751,11,6,Geographic Area Code,Bad Berleburg,geographic,bad berleburg
2752,11,6,Geographic Area Code,Bad Laasphe,geographic,bad laasphe
2753,11,6,Geographic Area Code,Erndtebrück,geographic,erndtebrueck
2754,11,6,Geographic Area Code,Bad Laasphe-Feudingen,geographic,bad laasphe-feudingen
2755,11,6,Geographic Area Code,Bad Berleburg-Schwarzenau,geographic,bad berleburg-schwarzenau
2758,11,6,Geographic Area Code,Bad Berleburg-Girkhausen,geographic,bad berleburg-girkhausen
2759,11,6,Geographic Area Code,Bad Berleburg-Aue,geographic,bad berleburg-aue
2761,11,6,Geographic Area Code,Olpe Biggesee,geographic,olpe biggesee
2762,11,6,Geographic Area Code,Wenden Südsauerland,geographic,wenden suedsauerland
2763,11,6,Geographic Area Code,Drolshagen-Bleche,geographic,drolshagen-bleche
2764,11,6,Geographic Area Code,Welschen Ennest,geographic,welschen ennest
2770,11,6,Geographic Area Code,Eschenburg,geographic,eschenburg
2771,11,6,Geographic Area Code,Dillenburg,geographic,dillenburg
2772,11,6,Geographic Area Code,Herborn Hessen,geographic,herborn hessen
2773,11,6,Geographic Area Code,Haiger,geographic,haiger
2774,11,6,Geographic Area Code,Dietzhölztal,geographic,dietzhoelztal
2775,11,6,Geographic Area Code,Driedorf,geographic,driedorf
2776,11,6,Geographic Area Code,Bad Endbach-Hartenrod,geographic,bad endbach-hartenrod
2777,11,6,Geographic Area Code,Breitscheid Hessen,geographic,breitscheid hessen
2778,11,6,Geographic Area Code,Siegbach,geographic,siegbach
2779,11,6,Geographic Area Code,Greifenstein-Beilstein,geographic,greifenstein-beilstein
2801,11,6,Geographic Area Code,Xanten,geographic,xanten
2802,11,6,Geographic Area Code,Alpen,geographic,alpen
2803,11,6,Geographic Area Code,Wesel-Büderich,geographic,wesel-buederich
2804,11,6,Geographic Area Code,Xanten-Marienbaum,geographic,xanten-marienbaum
281,11,6,Geographic Area Code,Wesel,geographic,wesel
2821,11,6,Geographic Area Code,Kleve Niederrhein,geographic,kleve niederrhein
2822,11,6,Geographic Area Code,Emmerich,geographic,emmerich
2823,11,6,Geographic Area Code,Goch,geographic,goch
2824,11,6,Geographic Area Code,Kalkar,geographic,kalkar
2825,11,6,Geographic Area Code,Uedem,geographic,uedem
2826,11,6,Geographic Area Code,Kranenburg Niederrhein,geographic,kranenburg niederrhein
2827,11,6,Geographic Area Code,Goch-Hassum,geographic,goch-hassum
2828,11,6,Geographic Area Code,Emmerich-Elten,geographic,emmerich-elten
2831,11,6,Geographic Area Code,Geldern,geographic,geldern
2832,11,6,Geographic Area Code,Kevelaer,geographic,kevelaer
2833,11,6,Geographic Area Code,Kerken,geographic,kerken
2834,11,6,Geographic Area Code,Straelen,geographic,straelen
2835,11,6,Geographic Area Code,Issum,geographic,issum
2836,11,6,Geographic Area Code,Wachtendonk,geographic,wachtendonk
2837,11,6,Geographic Area Code,Weeze,geographic,weeze
2838,11,6,Geographic Area Code,Sonsbeck,geographic,sonsbeck
2839,11,6,Geographic Area Code,Straelen-Herongen,geographic,straelen-herongen
2841,11,6,Geographic Area Code,Moers,geographic,moers
2842,11,6,Geographic Area Code,Kamp-Lintfort,geographic,kamp-lintfort
2843,11,6,Geographic Area Code,Rheinberg,geographic,rheinberg
2844,11,6,Geographic Area Code,Rheinberg-Orsoy,geographic,rheinberg-orsoy
2845,11,6,Geographic Area Code,Neukirchen-Vluyn,geographic,neukirchen-vluyn
2850,11,6,Geographic Area Code,Rees-Haldern,geographic,rees-haldern
2851,11,6,Geographic Area Code,Rees,geographic,rees
2852,11,6,Geographic Area Code,Hamminkeln,geographic,hamminkeln
2853,11,6,Geographic Area Code,Schermbeck,geographic,schermbeck
2855,11,6,Geographic Area Code,Voerde Niederrhein,geographic,voerde niederrhein
2856,11,6,Geographic Area Code,Hamminkeln-Brünen,geographic,hamminkeln-bruenen
2857,11,6,Geographic Area Code,Rees-Mehr,geographic,rees-mehr
2858,11,6,Geographic Area Code,Hünxe,geographic,huenxe
2859,11,6,Geographic Area Code,Wesel-Bislich,geographic,wesel-bislich
2861,11,6,Geographic Area Code,Borken Westfalen,geographic,borken westfalen
2862,11,6,Geographic Area Code,Südlohn,geographic,suedlohn
2863,11,6,Geographic Area Code,Velen,geographic,velen
2864,11,6,Geographic Area Code,Reken,geographic,reken
2865,11,6,Geographic Area Code,Raesfeld,geographic,raesfeld
2866,11,6,Geographic Area Code,Dorsten-Rhade,geographic,dorsten-rhade
2867,11,6,Geographic Area Code,Heiden Kreis Borken,geographic,heiden kreis borken
2871,11,6,Geographic Area Code,Bocholt,geographic,bocholt
2872,11,6,Geographic Area Code,Rhede Westfalen,geographic,rhede westfalen
2873,11,6,Geographic Area Code,Isselburg-Werth,geographic,isselburg-werth
2874,11,6,Geographic Area Code,Isselburg,geographic,isselburg
2902,11,6,Geographic Area Code,Warstein,geographic,warstein
2903,11,6,Geographic Area Code,Meschede-Freienohl,geographic,meschede-freienohl
2904,11,6,Geographic Area Code,Bestwig,geographic,bestwig
2905,11,6,Geographic Area Code,Bestwig-Ramsbeck,geographic,bestwig-ramsbeck
291,11,6,Geographic Area Code,Meschede,geographic,meschede
2921,11,6,Geographic Area Code,Soest,geographic,soest
2922,11,6,Geographic Area Code,Werl,geographic,werl
2923,11,6,Geographic Area Code,Lippetal-Herzfeld,geographic,lippetal-herzfeld
2924,11,6,Geographic Area Code,Möhnesee,geographic,moehnesee
2925,11,6,Geographic Area Code,Warstein-Allagen,geographic,warstein-allagen
2927,11,6,Geographic Area Code,Neuengeseke,geographic,neuengeseke
2928,11,6,Geographic Area Code,Soest-Ostönnen,geographic,soest-ostoennen
2931,11,6,Geographic Area Code,Arnsberg,geographic,arnsberg
2932,11,6,Geographic Area Code,Neheim-Hüsten,geographic,neheim-huesten
2933,11,6,Geographic Area Code,Sundern Sauerland,geographic,sundern sauerland
2934,11,6,Geographic Area Code,Sundern-Altenhellefeld,geographic,sundern-altenhellefeld
2935,11,6,Geographic Area Code,Sundern-Hachen,geographic,sundern-hachen
2937,11,6,Geographic Area Code,Arnsberg-Oeventrop,geographic,arnsberg-oeventrop
2938,11,6,Geographic Area Code,Ense,geographic,ense
2941,11,6,Geographic Area Code,Lippstadt,geographic,lippstadt
2942,11,6,Geographic Area Code,Geseke,geographic,geseke
2943,11,6,Geographic Area Code,Erwitte,geographic,erwitte
2944,11,6,Geographic Area Code,Rietberg-Mastholte,geographic,rietberg-mastholte
2945,11,6,Geographic Area Code,Lippstadt-Benninghausen,geographic,lippstadt-benninghausen
2947,11,6,Geographic Area Code,Anröchte,geographic,anroechte
2948,11,6,Geographic Area Code,Lippstadt-Rebbeke,geographic,lippstadt-rebbeke
2951,11,6,Geographic Area Code,Büren,geographic,bueren
2952,11,6,Geographic Area Code,Rüthen,geographic,ruethen
2953,11,6,Geographic Area Code,Wünnenberg,geographic,wuennenberg
2954,11,6,Geographic Area Code,Rüthen-Oestereiden,geographic,ruethen-oestereiden
2955,11,6,Geographic Area Code,Büren-Wewelsburg,geographic,bueren-wewelsburg
2957,11,6,Geographic Area Code,Wünnenberg-Haaren,geographic,wuennenberg-haaren
2958,11,6,Geographic Area Code,Büren-Harth,geographic,bueren-harth
2961,11,6,Geographic Area Code,Brilon,geographic,brilon
2962,11,6,Geographic Area Code,Olsberg,geographic,olsberg
2963,11,6,Geographic Area Code,Brilon-Messinghausen,geographic,brilon-messinghausen
2964,11,6,Geographic Area Code,Brilon-Alme,geographic,brilon-alme
2971,11,6,Geographic Area Code,Schmallenberg-Dorlar,geographic,schmallenberg-dorlar
2972,11,6,Geographic Area Code,Schmallenberg,geographic,schmallenberg
2973,11,6,Geographic Area Code,Eslohe Sauerland,geographic,eslohe sauerland
2974,11,6,Geographic Area Code,Schmallenberg-Fredeburg,geographic,schmallenberg-fredeburg
2975,11,6,Geographic Area Code,Schmallenberg-Oberkirchen,geographic,schmallenberg-oberkirchen
2977,11,6,Geographic Area Code,Schmallenberg-Bödefeld,geographic,schmallenberg-boedefeld
2981,11,6,Geographic Area Code,Winterberg Westfalen,geographic,winterberg westfalen
2982,11,6,Geographic Area Code,Medebach,geographic,medebach
2983,11,6,Geographic Area Code,Winterberg-Siedlinghausen,geographic,winterberg-siedlinghausen
2984,11,6,Geographic Area Code,Hallenberg,geographic,hallenberg
2985,11,6,Geographic Area Code,Winterberg-Niedersfeld,geographic,winterberg-niedersfeld
2991,11,6,Geographic Area Code,Marsberg-Bredelar,geographic,marsberg-bredelar
2992,11,6,Geographic Area Code,Marsberg,geographic,marsberg
2993,11,6,Geographic Area Code,Marsberg-Canstein,geographic,marsberg-canstein
2994,11,6,Geographic Area Code,Marsberg-Westheim,geographic,marsberg-westheim
30,11,5,Geographic Area Code,Berlin,geographic,berlin
310,3,3,Testing of carrier selection and carrier pre-selection for long-distance calls,Not accessible from other countries,internal,not accessible from other countries
311,3,3,Testing of carrier selection and carrier pre-selection for local calls,Not accessible from other countries,internal,not accessible from other countries
32,11,11,Non-geographic number - National subscriber number,,"nongeo,internal",
3301,11,6,Geographic Area Code,Oranienburg,geographic,oranienburg
3302,11,6,Geographic Area Code,Hennigsdorf,geographic,hennigsdorf
3303,11,6,Geographic Area Code,Birkenwerder,geographic,birkenwerder
3304,11,6,Geographic Area Code,Velten,geographic,velten
33051,11,6,Geographic Area Code,Nassenheide,geographic,nassenheide
33052,11,6,Geographic Area Code,Leegebruch,geographic,leegebruch
33053,11,6,Geographic Area Code,Zehlendorf Kreis Oberhavel,geographic,zehlendorf kreis oberhavel
33054,11,6,Geographic Area Code,Liebenwalde,geographic,liebenwalde
33055,11,6,Geographic Area Code,Kremmen,geographic,kremmen
33056,11,6,Geographic Area Code,Mühlenbeck Kreis Oberhavel,geographic,muehlenbeck kreis oberhavel
3306,11,6,Geographic Area Code,Gransee,geographic,gransee
3307,11,6,Geographic Area Code,Zehdenick,geographic,zehdenick
33080,11,6,Geographic Area Code,Marienthal Kreis Oberhavel,geographic,marienthal kreis oberhavel
33082,11,6,Geographic Area Code,Menz Kreis Oberhavel,geographic,menz kreis oberhavel
33083,11,6,Geographic Area Code,Schulzendorf Kreis Oberhavel,geographic,schulzendorf kreis oberhavel
33084,11,6,Geographic Area Code,Gutengermendorf,geographic,gutengermendorf
33085,11,6,Geographic Area Code,Seilershof,geographic,seilershof
33086,11,6,Geographic Area Code,Grieben Kreis Oberhavel,geographic,grieben kreis oberhavel
33087,11,6,Geographic Area Code,Bredereiche,geographic,bredereiche
33088,11,6,Geographic Area Code,Falkenthal,geographic,falkenthal
33089,11,6,Geographic Area Code,Himmelpfort,geographic,himmelpfort
33093,11,6,Geographic Area Code,Fürstenberg Havel,geographic,fuerstenberg havel
33094,11,6,Geographic Area Code,Löwenberg,geographic,loewenberg
331,11,6,Geographic Area Code,Potsdam,geographic,potsdam
33200,11,6,Geographic Area Code,Bergholz-Rehbrücke,geographic,bergholz-rehbruecke
33201,11,6,Geographic Area Code,Gross Glienicke,geographic,gross glienicke
33202,11,6,Geographic Area Code,Töplitz,geographic,toeplitz
33203,11,6,Geographic Area Code,Kleinmachnow,geographic,kleinmachnow
33204,11,6,Geographic Area Code,Beelitz Mark,geographic,beelitz mark
33205,11,6,Geographic Area Code,Michendorf,geographic,michendorf
33206,11,6,Geographic Area Code,Fichtenwalde,geographic,fichtenwalde
33207,11,6,Geographic Area Code,Gross Kreutz,geographic,gross kreutz
33208,11,6,Geographic Area Code,Fahrland,geographic,fahrland
33209,11,6,Geographic Area Code,Caputh,geographic,caputh
3321,11,6,Geographic Area Code,Nauen Brandenburg,geographic,nauen brandenburg
3322,11,6,Geographic Area Code,Falkensee,geographic,falkensee
33230,11,6,Geographic Area Code,Börnicke Kreis Havelland,geographic,boernicke kreis havelland
33231,11,6,Geographic Area Code,Pausin,geographic,pausin
33232,11,6,Geographic Area Code,Brieselang,geographic,brieselang
33233,11,6,Geographic Area Code,Ketzin,geographic,ketzin
33234,11,6,Geographic Area Code,Wustermark,geographic,wustermark
33235,11,6,Geographic Area Code,Friesack,geographic,friesack
33237,11,6,Geographic Area Code,Paulinenaue,geographic,paulinenaue
33238,11,6,Geographic Area Code,Senzke,geographic,senzke
33239,11,6,Geographic Area Code,Gross Behnitz,geographic,gross behnitz
3327,11,6,Geographic Area Code,Werder Havel,geographic,werder havel
3328,11,6,Geographic Area Code,Teltow,geographic,teltow
3329,11,6,Geographic Area Code,Stahnsdorf,geographic,stahnsdorf
3331,11,6,Geographic Area Code,Angermünde,geographic,angermuende
3332,11,6,Geographic Area Code,Schwedt/Oder,geographic,schwedt/oder
33331,11,6,Geographic Area Code,Casekow,geographic,casekow
33332,11,6,Geographic Area Code,Gartz Oder,geographic,gartz oder
33333,11,6,Geographic Area Code,Tantow,geographic,tantow
33334,11,6,Geographic Area Code,Greiffenberg,geographic,greiffenberg
